"Kod";"Nazwa";"Miesiące";"Płeć";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0000000;"POLSKA";"styczeń";"ogółem";"2017";1397115;"osoba";"";
0000000;"POLSKA";"styczeń";"ogółem";"2018";1133738;"osoba";"";
0000000;"POLSKA";"styczeń";"ogółem";"2019";1023083;"osoba";"";
0000000;"POLSKA";"styczeń";"ogółem";"2020";922197;"osoba";"";
0000000;"POLSKA";"styczeń";"ogółem";"2021";1090365;"osoba";"";
0000000;"POLSKA";"styczeń";"mężczyźni";"2017";661527;"osoba";"";
0000000;"POLSKA";"styczeń";"mężczyźni";"2018";517573;"osoba";"";
0000000;"POLSKA";"styczeń";"mężczyźni";"2019";458409;"osoba";"";
0000000;"POLSKA";"styczeń";"mężczyźni";"2020";418559;"osoba";"";
0000000;"POLSKA";"styczeń";"mężczyźni";"2021";507014;"osoba";"";
0000000;"POLSKA";"styczeń";"kobiety";"2017";735588;"osoba";"";
0000000;"POLSKA";"styczeń";"kobiety";"2018";616165;"osoba";"";
0000000;"POLSKA";"styczeń";"kobiety";"2019";564674;"osoba";"";
0000000;"POLSKA";"styczeń";"kobiety";"2020";503638;"osoba";"";
0000000;"POLSKA";"styczeń";"kobiety";"2021";583351;"osoba";"";
0000000;"POLSKA";"luty";"ogółem";"2017";1383376;"osoba";"";
0000000;"POLSKA";"luty";"ogółem";"2018";1126730;"osoba";"";
0000000;"POLSKA";"luty";"ogółem";"2019";1016702;"osoba";"";
0000000;"POLSKA";"luty";"ogółem";"2020";919865;"osoba";"";
0000000;"POLSKA";"luty";"ogółem";"2021";1099538;"osoba";"";
0000000;"POLSKA";"luty";"mężczyźni";"2017";658600;"osoba";"";
0000000;"POLSKA";"luty";"mężczyźni";"2018";517193;"osoba";"";
0000000;"POLSKA";"luty";"mężczyźni";"2019";458545;"osoba";"";
0000000;"POLSKA";"luty";"mężczyźni";"2020";420957;"osoba";"";
0000000;"POLSKA";"luty";"mężczyźni";"2021";514380;"osoba";"";
0000000;"POLSKA";"luty";"kobiety";"2017";724776;"osoba";"";
0000000;"POLSKA";"luty";"kobiety";"2018";609537;"osoba";"";
0000000;"POLSKA";"luty";"kobiety";"2019";558157;"osoba";"";
0000000;"POLSKA";"luty";"kobiety";"2020";498908;"osoba";"";
0000000;"POLSKA";"luty";"kobiety";"2021";585158;"osoba";"";
0000000;"POLSKA";"marzec";"ogółem";"2017";1324217;"osoba";"";
0000000;"POLSKA";"marzec";"ogółem";"2018";1092177;"osoba";"";
0000000;"POLSKA";"marzec";"ogółem";"2019";984739;"osoba";"";
0000000;"POLSKA";"marzec";"ogółem";"2020";909442;"osoba";"";
0000000;"POLSKA";"marzec";"ogółem";"2021";1078443;"osoba";"";
0000000;"POLSKA";"marzec";"mężczyźni";"2017";626112;"osoba";"";
0000000;"POLSKA";"marzec";"mężczyźni";"2018";501043;"osoba";"";
0000000;"POLSKA";"marzec";"mężczyźni";"2019";443287;"osoba";"";
0000000;"POLSKA";"marzec";"mężczyźni";"2020";417771;"osoba";"";
0000000;"POLSKA";"marzec";"mężczyźni";"2021";504878;"osoba";"";
0000000;"POLSKA";"marzec";"kobiety";"2017";698105;"osoba";"";
0000000;"POLSKA";"marzec";"kobiety";"2018";591134;"osoba";"";
0000000;"POLSKA";"marzec";"kobiety";"2019";541452;"osoba";"";
0000000;"POLSKA";"marzec";"kobiety";"2020";491671;"osoba";"";
0000000;"POLSKA";"marzec";"kobiety";"2021";573565;"osoba";"";
0000000;"POLSKA";"kwiecień";"ogółem";"2017";1252696;"osoba";"";
0000000;"POLSKA";"kwiecień";"ogółem";"2018";1042545;"osoba";"";
0000000;"POLSKA";"kwiecień";"ogółem";"2019";938280;"osoba";"";
0000000;"POLSKA";"kwiecień";"ogółem";"2020";965798;"osoba";"";
0000000;"POLSKA";"kwiecień";"ogółem";"2021";1053794;"osoba";"";
0000000;"POLSKA";"kwiecień";"mężczyźni";"2017";584642;"osoba";"";
0000000;"POLSKA";"kwiecień";"mężczyźni";"2018";470581;"osoba";"";
0000000;"POLSKA";"kwiecień";"mężczyźni";"2019";417969;"osoba";"";
0000000;"POLSKA";"kwiecień";"mężczyźni";"2020";444232;"osoba";"";
0000000;"POLSKA";"kwiecień";"mężczyźni";"2021";490623;"osoba";"";
0000000;"POLSKA";"kwiecień";"kobiety";"2017";668054;"osoba";"";
0000000;"POLSKA";"kwiecień";"kobiety";"2018";571964;"osoba";"";
0000000;"POLSKA";"kwiecień";"kobiety";"2019";520311;"osoba";"";
0000000;"POLSKA";"kwiecień";"kobiety";"2020";521566;"osoba";"";
0000000;"POLSKA";"kwiecień";"kobiety";"2021";563171;"osoba";"";
0000000;"POLSKA";"maj";"ogółem";"2017";1202103;"osoba";"";
0000000;"POLSKA";"maj";"ogółem";"2018";1002153;"osoba";"";
0000000;"POLSKA";"maj";"ogółem";"2019";906040;"osoba";"";
0000000;"POLSKA";"maj";"ogółem";"2020";1011689;"osoba";"";
0000000;"POLSKA";"maj";"ogółem";"2021";1026727;"osoba";"";
0000000;"POLSKA";"maj";"mężczyźni";"2017";552655;"osoba";"";
0000000;"POLSKA";"maj";"mężczyźni";"2018";445995;"osoba";"";
0000000;"POLSKA";"maj";"mężczyźni";"2019";399915;"osoba";"";
0000000;"POLSKA";"maj";"mężczyźni";"2020";466581;"osoba";"";
0000000;"POLSKA";"maj";"mężczyźni";"2021";476054;"osoba";"";
0000000;"POLSKA";"maj";"kobiety";"2017";649448;"osoba";"";
0000000;"POLSKA";"maj";"kobiety";"2018";556158;"osoba";"";
0000000;"POLSKA";"maj";"kobiety";"2019";506125;"osoba";"";
0000000;"POLSKA";"maj";"kobiety";"2020";545108;"osoba";"";
0000000;"POLSKA";"maj";"kobiety";"2021";550673;"osoba";"";
0000000;"POLSKA";"czerwiec";"ogółem";"2017";1151647;"osoba";"";
0000000;"POLSKA";"czerwiec";"ogółem";"2018";967900;"osoba";"";
0000000;"POLSKA";"czerwiec";"ogółem";"2019";877093;"osoba";"";
0000000;"POLSKA";"czerwiec";"ogółem";"2020";1026471;"osoba";"";
0000000;"POLSKA";"czerwiec";"ogółem";"2021";993394;"osoba";"";
0000000;"POLSKA";"czerwiec";"mężczyźni";"2017";521192;"osoba";"";
0000000;"POLSKA";"czerwiec";"mężczyźni";"2018";424176;"osoba";"";
0000000;"POLSKA";"czerwiec";"mężczyźni";"2019";382928;"osoba";"";
0000000;"POLSKA";"czerwiec";"mężczyźni";"2020";475468;"osoba";"";
0000000;"POLSKA";"czerwiec";"mężczyźni";"2021";458983;"osoba";"";
0000000;"POLSKA";"czerwiec";"kobiety";"2017";630455;"osoba";"";
0000000;"POLSKA";"czerwiec";"kobiety";"2018";543724;"osoba";"";
0000000;"POLSKA";"czerwiec";"kobiety";"2019";494165;"osoba";"";
0000000;"POLSKA";"czerwiec";"kobiety";"2020";551003;"osoba";"";
0000000;"POLSKA";"czerwiec";"kobiety";"2021";534411;"osoba";"";
0000000;"POLSKA";"lipiec";"ogółem";"2017";1139986;"osoba";"";
0000000;"POLSKA";"lipiec";"ogółem";"2018";961769;"osoba";"";
0000000;"POLSKA";"lipiec";"ogółem";"2019";868398;"osoba";"";
0000000;"POLSKA";"lipiec";"ogółem";"2020";1029507;"osoba";"";
0000000;"POLSKA";"lipiec";"ogółem";"2021";974870;"osoba";"";
0000000;"POLSKA";"lipiec";"mężczyźni";"2017";505622;"osoba";"";
0000000;"POLSKA";"lipiec";"mężczyźni";"2018";413842;"osoba";"";
0000000;"POLSKA";"lipiec";"mężczyźni";"2019";373279;"osoba";"";
0000000;"POLSKA";"lipiec";"mężczyźni";"2020";474505;"osoba";"";
0000000;"POLSKA";"lipiec";"mężczyźni";"2021";445783;"osoba";"";
0000000;"POLSKA";"lipiec";"kobiety";"2017";634364;"osoba";"";
0000000;"POLSKA";"lipiec";"kobiety";"2018";547927;"osoba";"";
0000000;"POLSKA";"lipiec";"kobiety";"2019";495119;"osoba";"";
0000000;"POLSKA";"lipiec";"kobiety";"2020";555002;"osoba";"";
0000000;"POLSKA";"lipiec";"kobiety";"2021";529087;"osoba";"";
0000000;"POLSKA";"sierpień";"ogółem";"2017";1136126;"osoba";"";
0000000;"POLSKA";"sierpień";"ogółem";"2018";958603;"osoba";"";
0000000;"POLSKA";"sierpień";"ogółem";"2019";865492;"osoba";"";
0000000;"POLSKA";"sierpień";"ogółem";"2020";1027955;"osoba";"";
0000000;"POLSKA";"sierpień";"ogółem";"2021";960813;"osoba";"";
0000000;"POLSKA";"sierpień";"mężczyźni";"2017";495884;"osoba";"";
0000000;"POLSKA";"sierpień";"mężczyźni";"2018";407416;"osoba";"";
0000000;"POLSKA";"sierpień";"mężczyźni";"2019";368771;"osoba";"";
0000000;"POLSKA";"sierpień";"mężczyźni";"2020";470419;"osoba";"";
0000000;"POLSKA";"sierpień";"mężczyźni";"2021";435375;"osoba";"";
0000000;"POLSKA";"sierpień";"kobiety";"2017";640242;"osoba";"";
0000000;"POLSKA";"sierpień";"kobiety";"2018";551187;"osoba";"";
0000000;"POLSKA";"sierpień";"kobiety";"2019";496721;"osoba";"";
0000000;"POLSKA";"sierpień";"kobiety";"2020";557536;"osoba";"";
0000000;"POLSKA";"sierpień";"kobiety";"2021";525438;"osoba";"";
0000000;"POLSKA";"wrzesień";"ogółem";"2017";1117113;"osoba";"";
0000000;"POLSKA";"wrzesień";"ogółem";"2018";947393;"osoba";"";
0000000;"POLSKA";"wrzesień";"ogółem";"2019";851151;"osoba";"";
0000000;"POLSKA";"wrzesień";"ogółem";"2020";1023746;"osoba";"";
0000000;"POLSKA";"wrzesień";"ogółem";"2021";934674;"osoba";"";
0000000;"POLSKA";"wrzesień";"mężczyźni";"2017";490733;"osoba";"";
0000000;"POLSKA";"wrzesień";"mężczyźni";"2018";406861;"osoba";"";
0000000;"POLSKA";"wrzesień";"mężczyźni";"2019";367810;"osoba";"";
0000000;"POLSKA";"wrzesień";"mężczyźni";"2020";470821;"osoba";"";
0000000;"POLSKA";"wrzesień";"mężczyźni";"2021";426727;"osoba";"";
0000000;"POLSKA";"wrzesień";"kobiety";"2017";626380;"osoba";"";
0000000;"POLSKA";"wrzesień";"kobiety";"2018";540532;"osoba";"";
0000000;"POLSKA";"wrzesień";"kobiety";"2019";483341;"osoba";"";
0000000;"POLSKA";"wrzesień";"kobiety";"2020";552925;"osoba";"";
0000000;"POLSKA";"wrzesień";"kobiety";"2021";507947;"osoba";"";
0000000;"POLSKA";"październik";"ogółem";"2017";1069515;"osoba";"";
0000000;"POLSKA";"październik";"ogółem";"2018";937339;"osoba";"";
0000000;"POLSKA";"październik";"ogółem";"2019";840518;"osoba";"";
0000000;"POLSKA";"październik";"ogółem";"2020";1018377;"osoba";"";
0000000;"POLSKA";"październik";"ogółem";"2021";910930;"osoba";"";
0000000;"POLSKA";"październik";"mężczyźni";"2017";471416;"osoba";"";
0000000;"POLSKA";"październik";"mężczyźni";"2018";404019;"osoba";"";
0000000;"POLSKA";"październik";"mężczyźni";"2019";365012;"osoba";"";
0000000;"POLSKA";"październik";"mężczyźni";"2020";469425;"osoba";"";
0000000;"POLSKA";"październik";"mężczyźni";"2021";416271;"osoba";"";
0000000;"POLSKA";"październik";"kobiety";"2017";598099;"osoba";"";
0000000;"POLSKA";"październik";"kobiety";"2018";533320;"osoba";"";
0000000;"POLSKA";"październik";"kobiety";"2019";475506;"osoba";"";
0000000;"POLSKA";"październik";"kobiety";"2020";548952;"osoba";"";
0000000;"POLSKA";"październik";"kobiety";"2021";494659;"osoba";"";
0000000;"POLSKA";"listopad";"ogółem";"2017";1067666;"osoba";"";
0000000;"POLSKA";"listopad";"ogółem";"2018";950549;"osoba";"";
0000000;"POLSKA";"listopad";"ogółem";"2019";849628;"osoba";"";
0000000;"POLSKA";"listopad";"ogółem";"2020";1025723;"osoba";"";
0000000;"POLSKA";"listopad";"ogółem";"2021";898803;"osoba";"";
0000000;"POLSKA";"listopad";"mężczyźni";"2017";474032;"osoba";"";
0000000;"POLSKA";"listopad";"mężczyźni";"2018";412872;"osoba";"";
0000000;"POLSKA";"listopad";"mężczyźni";"2019";372924;"osoba";"";
0000000;"POLSKA";"listopad";"mężczyźni";"2020";473153;"osoba";"";
0000000;"POLSKA";"listopad";"mężczyźni";"2021";412099;"osoba";"";
0000000;"POLSKA";"listopad";"kobiety";"2017";593634;"osoba";"";
0000000;"POLSKA";"listopad";"kobiety";"2018";537677;"osoba";"";
0000000;"POLSKA";"listopad";"kobiety";"2019";476704;"osoba";"";
0000000;"POLSKA";"listopad";"kobiety";"2020";552570;"osoba";"";
0000000;"POLSKA";"listopad";"kobiety";"2021";486704;"osoba";"";
0000000;"POLSKA";"grudzień";"ogółem";"2017";1081746;"osoba";"";
0000000;"POLSKA";"grudzień";"ogółem";"2018";968888;"osoba";"";
0000000;"POLSKA";"grudzień";"ogółem";"2019";866374;"osoba";"";
0000000;"POLSKA";"grudzień";"ogółem";"2020";1046432;"osoba";"";
0000000;"POLSKA";"grudzień";"ogółem";"2021";895203;"osoba";"";
0000000;"POLSKA";"grudzień";"mężczyźni";"2017";486216;"osoba";"";
0000000;"POLSKA";"grudzień";"mężczyźni";"2018";426246;"osoba";"";
0000000;"POLSKA";"grudzień";"mężczyźni";"2019";386959;"osoba";"";
0000000;"POLSKA";"grudzień";"mężczyźni";"2020";484826;"osoba";"";
0000000;"POLSKA";"grudzień";"mężczyźni";"2021";413268;"osoba";"";
0000000;"POLSKA";"grudzień";"kobiety";"2017";595530;"osoba";"";
0000000;"POLSKA";"grudzień";"kobiety";"2018";542642;"osoba";"";
0000000;"POLSKA";"grudzień";"kobiety";"2019";479415;"osoba";"";
0000000;"POLSKA";"grudzień";"kobiety";"2020";561606;"osoba";"";
0000000;"POLSKA";"grudzień";"kobiety";"2021";481935;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"ogółem";"2017";90544;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"ogółem";"2018";72452;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"ogółem";"2019";66569;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"ogółem";"2020";60081;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"ogółem";"2021";71848;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"mężczyźni";"2017";43279;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"mężczyźni";"2018";33597;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"mężczyźni";"2019";30006;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"mężczyźni";"2020";27437;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"mężczyźni";"2021";33640;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"kobiety";"2017";47265;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"kobiety";"2018";38855;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"kobiety";"2019";36563;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"kobiety";"2020";32644;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"kobiety";"2021";38208;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"luty";"ogółem";"2017";89467;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"luty";"ogółem";"2018";72316;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"luty";"ogółem";"2019";66497;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"luty";"ogółem";"2020";59850;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"luty";"ogółem";"2021";72724;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"luty";"mężczyźni";"2017";43067;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"luty";"mężczyźni";"2018";33768;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"luty";"mężczyźni";"2019";30254;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"luty";"mężczyźni";"2020";27694;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"luty";"mężczyźni";"2021";34228;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"luty";"kobiety";"2017";46400;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"luty";"kobiety";"2018";38548;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"luty";"kobiety";"2019";36243;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"luty";"kobiety";"2020";32156;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"luty";"kobiety";"2021";38496;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"ogółem";"2017";86249;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"ogółem";"2018";70568;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"ogółem";"2019";64746;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"ogółem";"2020";59495;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"ogółem";"2021";71665;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"mężczyźni";"2017";41181;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"mężczyźni";"2018";32861;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"mężczyźni";"2019";29605;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"mężczyźni";"2020";27667;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"mężczyźni";"2021";33650;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"kobiety";"2017";45068;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"kobiety";"2018";37707;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"kobiety";"2019";35141;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"kobiety";"2020";31828;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"kobiety";"2021";38015;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"ogółem";"2017";81951;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"ogółem";"2018";67563;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"ogółem";"2019";61967;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"ogółem";"2020";63168;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"ogółem";"2021";70352;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"mężczyźni";"2017";38786;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"mężczyźni";"2018";31066;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"mężczyźni";"2019";28027;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"mężczyźni";"2020";29376;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"mężczyźni";"2021";32918;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"kobiety";"2017";43165;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"kobiety";"2018";36497;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"kobiety";"2019";33940;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"kobiety";"2020";33792;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"kobiety";"2021";37434;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"maj";"ogółem";"2017";78335;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"maj";"ogółem";"2018";65069;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"maj";"ogółem";"2019";59745;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"maj";"ogółem";"2020";67044;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"maj";"ogółem";"2021";68861;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"maj";"mężczyźni";"2017";36425;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"maj";"mężczyźni";"2018";29417;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"maj";"mężczyźni";"2019";26806;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"maj";"mężczyźni";"2020";31237;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"maj";"mężczyźni";"2021";32218;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"maj";"kobiety";"2017";41910;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"maj";"kobiety";"2018";35652;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"maj";"kobiety";"2019";32939;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"maj";"kobiety";"2020";35807;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"maj";"kobiety";"2021";36643;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"ogółem";"2017";75184;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"ogółem";"2018";62875;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"ogółem";"2019";57718;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"ogółem";"2020";69076;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"ogółem";"2021";66714;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"mężczyźni";"2017";34426;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"mężczyźni";"2018";27986;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"mężczyźni";"2019";25604;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"mężczyźni";"2020";32306;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"mężczyźni";"2021";31196;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"kobiety";"2017";40758;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"kobiety";"2018";34889;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"kobiety";"2019";32114;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"kobiety";"2020";36770;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"kobiety";"2021";35518;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"ogółem";"2017";74468;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"ogółem";"2018";62367;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"ogółem";"2019";57286;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"ogółem";"2020";69833;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"ogółem";"2021";65115;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"mężczyźni";"2017";33545;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"mężczyźni";"2018";27329;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"mężczyźni";"2019";25067;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"mężczyźni";"2020";32707;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"mężczyźni";"2021";30209;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"kobiety";"2017";40923;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"kobiety";"2018";35038;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"kobiety";"2019";32219;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"kobiety";"2020";37126;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"kobiety";"2021";34906;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"ogółem";"2017";74229;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"ogółem";"2018";62212;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"ogółem";"2019";57040;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"ogółem";"2020";69671;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"ogółem";"2021";64174;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"mężczyźni";"2017";32901;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"mężczyźni";"2018";26875;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"mężczyźni";"2019";24848;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"mężczyźni";"2020";32451;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"mężczyźni";"2021";29548;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"kobiety";"2017";41328;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"kobiety";"2018";35337;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"kobiety";"2019";32192;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"kobiety";"2020";37220;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"kobiety";"2021";34626;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"ogółem";"2017";73140;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"ogółem";"2018";61806;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"ogółem";"2019";56093;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"ogółem";"2020";68796;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"ogółem";"2021";62242;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"mężczyźni";"2017";32527;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"mężczyźni";"2018";26903;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"mężczyźni";"2019";24550;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"mężczyźni";"2020";32170;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"mężczyźni";"2021";28870;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"kobiety";"2017";40613;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"kobiety";"2018";34903;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"kobiety";"2019";31543;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"kobiety";"2020";36626;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"kobiety";"2021";33372;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"październik";"ogółem";"2017";68838;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"październik";"ogółem";"2018";61087;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"październik";"ogółem";"2019";55139;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"październik";"ogółem";"2020";67492;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"październik";"ogółem";"2021";60430;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"październik";"mężczyźni";"2017";30791;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"październik";"mężczyźni";"2018";26632;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"październik";"mężczyźni";"2019";24180;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"październik";"mężczyźni";"2020";31561;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"październik";"mężczyźni";"2021";28100;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"październik";"kobiety";"2017";38047;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"październik";"kobiety";"2018";34455;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"październik";"kobiety";"2019";30959;"osoba";"";
