"Kod";"Nazwa";"Miesiące";"Płeć";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1600000;"OPOLSKIE";"wrzesień";"kobiety";"2017";15609;"osoba";"";
1600000;"OPOLSKIE";"wrzesień";"kobiety";"2018";13010;"osoba";"";
1600000;"OPOLSKIE";"wrzesień";"kobiety";"2019";11772;"osoba";"";
1600000;"OPOLSKIE";"wrzesień";"kobiety";"2020";13868;"osoba";"";
1600000;"OPOLSKIE";"wrzesień";"kobiety";"2021";12528;"osoba";"";
1600000;"OPOLSKIE";"październik";"ogółem";"2017";24962;"osoba";"";
1600000;"OPOLSKIE";"październik";"ogółem";"2018";21353;"osoba";"";
1600000;"OPOLSKIE";"październik";"ogółem";"2019";19683;"osoba";"";
1600000;"OPOLSKIE";"październik";"ogółem";"2020";24370;"osoba";"";
1600000;"OPOLSKIE";"październik";"ogółem";"2021";21440;"osoba";"";
1600000;"OPOLSKIE";"październik";"mężczyźni";"2017";10364;"osoba";"";
1600000;"OPOLSKIE";"październik";"mężczyźni";"2018";8565;"osoba";"";
1600000;"OPOLSKIE";"październik";"mężczyźni";"2019";8080;"osoba";"";
1600000;"OPOLSKIE";"październik";"mężczyźni";"2020";10795;"osoba";"";
1600000;"OPOLSKIE";"październik";"mężczyźni";"2021";9206;"osoba";"";
1600000;"OPOLSKIE";"październik";"kobiety";"2017";14598;"osoba";"";
1600000;"OPOLSKIE";"październik";"kobiety";"2018";12788;"osoba";"";
1600000;"OPOLSKIE";"październik";"kobiety";"2019";11603;"osoba";"";
1600000;"OPOLSKIE";"październik";"kobiety";"2020";13575;"osoba";"";
1600000;"OPOLSKIE";"październik";"kobiety";"2021";12234;"osoba";"";
1600000;"OPOLSKIE";"listopad";"ogółem";"2017";24973;"osoba";"";
1600000;"OPOLSKIE";"listopad";"ogółem";"2018";21735;"osoba";"";
1600000;"OPOLSKIE";"listopad";"ogółem";"2019";19925;"osoba";"";
1600000;"OPOLSKIE";"listopad";"ogółem";"2020";24348;"osoba";"";
1600000;"OPOLSKIE";"listopad";"ogółem";"2021";21123;"osoba";"";
1600000;"OPOLSKIE";"listopad";"mężczyźni";"2017";10397;"osoba";"";
1600000;"OPOLSKIE";"listopad";"mężczyźni";"2018";8794;"osoba";"";
1600000;"OPOLSKIE";"listopad";"mężczyźni";"2019";8247;"osoba";"";
1600000;"OPOLSKIE";"listopad";"mężczyźni";"2020";10827;"osoba";"";
1600000;"OPOLSKIE";"listopad";"mężczyźni";"2021";9070;"osoba";"";
1600000;"OPOLSKIE";"listopad";"kobiety";"2017";14576;"osoba";"";
1600000;"OPOLSKIE";"listopad";"kobiety";"2018";12941;"osoba";"";
1600000;"OPOLSKIE";"listopad";"kobiety";"2019";11678;"osoba";"";
1600000;"OPOLSKIE";"listopad";"kobiety";"2020";13521;"osoba";"";
1600000;"OPOLSKIE";"listopad";"kobiety";"2021";12053;"osoba";"";
1600000;"OPOLSKIE";"grudzień";"ogółem";"2017";26066;"osoba";"";
1600000;"OPOLSKIE";"grudzień";"ogółem";"2018";22663;"osoba";"";
1600000;"OPOLSKIE";"grudzień";"ogółem";"2019";20948;"osoba";"";
1600000;"OPOLSKIE";"grudzień";"ogółem";"2020";24976;"osoba";"";
1600000;"OPOLSKIE";"grudzień";"ogółem";"2021";21535;"osoba";"";
1600000;"OPOLSKIE";"grudzień";"mężczyźni";"2017";11060;"osoba";"";
1600000;"OPOLSKIE";"grudzień";"mężczyźni";"2018";9316;"osoba";"";
1600000;"OPOLSKIE";"grudzień";"mężczyźni";"2019";8870;"osoba";"";
1600000;"OPOLSKIE";"grudzień";"mężczyźni";"2020";11161;"osoba";"";
1600000;"OPOLSKIE";"grudzień";"mężczyźni";"2021";9317;"osoba";"";
1600000;"OPOLSKIE";"grudzień";"kobiety";"2017";15006;"osoba";"";
1600000;"OPOLSKIE";"grudzień";"kobiety";"2018";13347;"osoba";"";
1600000;"OPOLSKIE";"grudzień";"kobiety";"2019";12078;"osoba";"";
1600000;"OPOLSKIE";"grudzień";"kobiety";"2020";13815;"osoba";"";
1600000;"OPOLSKIE";"grudzień";"kobiety";"2021";12218;"osoba";"";
1800000;"PODKARPACKIE";"styczeń";"ogółem";"2017";111891;"osoba";"";
1800000;"PODKARPACKIE";"styczeń";"ogółem";"2018";94595;"osoba";"";
1800000;"PODKARPACKIE";"styczeń";"ogółem";"2019";86783;"osoba";"";
1800000;"PODKARPACKIE";"styczeń";"ogółem";"2020";79320;"osoba";"";
1800000;"PODKARPACKIE";"styczeń";"ogółem";"2021";90385;"osoba";"";
1800000;"PODKARPACKIE";"styczeń";"mężczyźni";"2017";53751;"osoba";"";
1800000;"PODKARPACKIE";"styczeń";"mężczyźni";"2018";44403;"osoba";"";
1800000;"PODKARPACKIE";"styczeń";"mężczyźni";"2019";40257;"osoba";"";
1800000;"PODKARPACKIE";"styczeń";"mężczyźni";"2020";37410;"osoba";"";
1800000;"PODKARPACKIE";"styczeń";"mężczyźni";"2021";42938;"osoba";"";
1800000;"PODKARPACKIE";"styczeń";"kobiety";"2017";58140;"osoba";"";
1800000;"PODKARPACKIE";"styczeń";"kobiety";"2018";50192;"osoba";"";
1800000;"PODKARPACKIE";"styczeń";"kobiety";"2019";46526;"osoba";"";
1800000;"PODKARPACKIE";"styczeń";"kobiety";"2020";41910;"osoba";"";
1800000;"PODKARPACKIE";"styczeń";"kobiety";"2021";47447;"osoba";"";
1800000;"PODKARPACKIE";"luty";"ogółem";"2017";110803;"osoba";"";
1800000;"PODKARPACKIE";"luty";"ogółem";"2018";93888;"osoba";"";
1800000;"PODKARPACKIE";"luty";"ogółem";"2019";86183;"osoba";"";
1800000;"PODKARPACKIE";"luty";"ogółem";"2020";79358;"osoba";"";
1800000;"PODKARPACKIE";"luty";"ogółem";"2021";90663;"osoba";"";
1800000;"PODKARPACKIE";"luty";"mężczyźni";"2017";53426;"osoba";"";
1800000;"PODKARPACKIE";"luty";"mężczyźni";"2018";44011;"osoba";"";
1800000;"PODKARPACKIE";"luty";"mężczyźni";"2019";40088;"osoba";"";
1800000;"PODKARPACKIE";"luty";"mężczyźni";"2020";37640;"osoba";"";
1800000;"PODKARPACKIE";"luty";"mężczyźni";"2021";43194;"osoba";"";
1800000;"PODKARPACKIE";"luty";"kobiety";"2017";57377;"osoba";"";
1800000;"PODKARPACKIE";"luty";"kobiety";"2018";49877;"osoba";"";
1800000;"PODKARPACKIE";"luty";"kobiety";"2019";46095;"osoba";"";
1800000;"PODKARPACKIE";"luty";"kobiety";"2020";41718;"osoba";"";
1800000;"PODKARPACKIE";"luty";"kobiety";"2021";47469;"osoba";"";
1800000;"PODKARPACKIE";"marzec";"ogółem";"2017";105919;"osoba";"";
1800000;"PODKARPACKIE";"marzec";"ogółem";"2018";91300;"osoba";"";
1800000;"PODKARPACKIE";"marzec";"ogółem";"2019";83251;"osoba";"";
1800000;"PODKARPACKIE";"marzec";"ogółem";"2020";78934;"osoba";"";
1800000;"PODKARPACKIE";"marzec";"ogółem";"2021";88423;"osoba";"";
1800000;"PODKARPACKIE";"marzec";"mężczyźni";"2017";50741;"osoba";"";
1800000;"PODKARPACKIE";"marzec";"mężczyźni";"2018";42662;"osoba";"";
1800000;"PODKARPACKIE";"marzec";"mężczyźni";"2019";38611;"osoba";"";
1800000;"PODKARPACKIE";"marzec";"mężczyźni";"2020";37478;"osoba";"";
1800000;"PODKARPACKIE";"marzec";"mężczyźni";"2021";42068;"osoba";"";
1800000;"PODKARPACKIE";"marzec";"kobiety";"2017";55178;"osoba";"";
1800000;"PODKARPACKIE";"marzec";"kobiety";"2018";48638;"osoba";"";
1800000;"PODKARPACKIE";"marzec";"kobiety";"2019";44640;"osoba";"";
1800000;"PODKARPACKIE";"marzec";"kobiety";"2020";41456;"osoba";"";
1800000;"PODKARPACKIE";"marzec";"kobiety";"2021";46355;"osoba";"";
1800000;"PODKARPACKIE";"kwiecień";"ogółem";"2017";100061;"osoba";"";
1800000;"PODKARPACKIE";"kwiecień";"ogółem";"2018";87683;"osoba";"";
1800000;"PODKARPACKIE";"kwiecień";"ogółem";"2019";79029;"osoba";"";
1800000;"PODKARPACKIE";"kwiecień";"ogółem";"2020";82898;"osoba";"";
1800000;"PODKARPACKIE";"kwiecień";"ogółem";"2021";85794;"osoba";"";
1800000;"PODKARPACKIE";"kwiecień";"mężczyźni";"2017";47302;"osoba";"";
1800000;"PODKARPACKIE";"kwiecień";"mężczyźni";"2018";40183;"osoba";"";
1800000;"PODKARPACKIE";"kwiecień";"mężczyźni";"2019";36371;"osoba";"";
1800000;"PODKARPACKIE";"kwiecień";"mężczyźni";"2020";39208;"osoba";"";
1800000;"PODKARPACKIE";"kwiecień";"mężczyźni";"2021";40436;"osoba";"";
1800000;"PODKARPACKIE";"kwiecień";"kobiety";"2017";52759;"osoba";"";
1800000;"PODKARPACKIE";"kwiecień";"kobiety";"2018";47500;"osoba";"";
1800000;"PODKARPACKIE";"kwiecień";"kobiety";"2019";42658;"osoba";"";
1800000;"PODKARPACKIE";"kwiecień";"kobiety";"2020";43690;"osoba";"";
1800000;"PODKARPACKIE";"kwiecień";"kobiety";"2021";45358;"osoba";"";
1800000;"PODKARPACKIE";"maj";"ogółem";"2017";95633;"osoba";"";
1800000;"PODKARPACKIE";"maj";"ogółem";"2018";84030;"osoba";"";
1800000;"PODKARPACKIE";"maj";"ogółem";"2019";76458;"osoba";"";
1800000;"PODKARPACKIE";"maj";"ogółem";"2020";85650;"osoba";"";
1800000;"PODKARPACKIE";"maj";"ogółem";"2021";83259;"osoba";"";
1800000;"PODKARPACKIE";"maj";"mężczyźni";"2017";44481;"osoba";"";
1800000;"PODKARPACKIE";"maj";"mężczyźni";"2018";38002;"osoba";"";
1800000;"PODKARPACKIE";"maj";"mężczyźni";"2019";34876;"osoba";"";
1800000;"PODKARPACKIE";"maj";"mężczyźni";"2020";40421;"osoba";"";
1800000;"PODKARPACKIE";"maj";"mężczyźni";"2021";38901;"osoba";"";
1800000;"PODKARPACKIE";"maj";"kobiety";"2017";51152;"osoba";"";
1800000;"PODKARPACKIE";"maj";"kobiety";"2018";46028;"osoba";"";
1800000;"PODKARPACKIE";"maj";"kobiety";"2019";41582;"osoba";"";
1800000;"PODKARPACKIE";"maj";"kobiety";"2020";45229;"osoba";"";
1800000;"PODKARPACKIE";"maj";"kobiety";"2021";44358;"osoba";"";
1800000;"PODKARPACKIE";"czerwiec";"ogółem";"2017";91979;"osoba";"";
1800000;"PODKARPACKIE";"czerwiec";"ogółem";"2018";81606;"osoba";"";
1800000;"PODKARPACKIE";"czerwiec";"ogółem";"2019";74684;"osoba";"";
1800000;"PODKARPACKIE";"czerwiec";"ogółem";"2020";86159;"osoba";"";
1800000;"PODKARPACKIE";"czerwiec";"ogółem";"2021";80944;"osoba";"";
1800000;"PODKARPACKIE";"czerwiec";"mężczyźni";"2017";42213;"osoba";"";
1800000;"PODKARPACKIE";"czerwiec";"mężczyźni";"2018";36430;"osoba";"";
1800000;"PODKARPACKIE";"czerwiec";"mężczyźni";"2019";33689;"osoba";"";
1800000;"PODKARPACKIE";"czerwiec";"mężczyźni";"2020";40739;"osoba";"";
1800000;"PODKARPACKIE";"czerwiec";"mężczyźni";"2021";37702;"osoba";"";
1800000;"PODKARPACKIE";"czerwiec";"kobiety";"2017";49766;"osoba";"";
1800000;"PODKARPACKIE";"czerwiec";"kobiety";"2018";45176;"osoba";"";
1800000;"PODKARPACKIE";"czerwiec";"kobiety";"2019";40995;"osoba";"";
1800000;"PODKARPACKIE";"czerwiec";"kobiety";"2020";45420;"osoba";"";
1800000;"PODKARPACKIE";"czerwiec";"kobiety";"2021";43242;"osoba";"";
1800000;"PODKARPACKIE";"lipiec";"ogółem";"2017";91401;"osoba";"";
1800000;"PODKARPACKIE";"lipiec";"ogółem";"2018";81670;"osoba";"";
1800000;"PODKARPACKIE";"lipiec";"ogółem";"2019";74490;"osoba";"";
1800000;"PODKARPACKIE";"lipiec";"ogółem";"2020";86595;"osoba";"";
1800000;"PODKARPACKIE";"lipiec";"ogółem";"2021";80329;"osoba";"";
1800000;"PODKARPACKIE";"lipiec";"mężczyźni";"2017";41311;"osoba";"";
1800000;"PODKARPACKIE";"lipiec";"mężczyźni";"2018";35888;"osoba";"";
1800000;"PODKARPACKIE";"lipiec";"mężczyźni";"2019";33065;"osoba";"";
1800000;"PODKARPACKIE";"lipiec";"mężczyźni";"2020";40737;"osoba";"";
1800000;"PODKARPACKIE";"lipiec";"mężczyźni";"2021";36895;"osoba";"";
1800000;"PODKARPACKIE";"lipiec";"kobiety";"2017";50090;"osoba";"";
1800000;"PODKARPACKIE";"lipiec";"kobiety";"2018";45782;"osoba";"";
1800000;"PODKARPACKIE";"lipiec";"kobiety";"2019";41425;"osoba";"";
1800000;"PODKARPACKIE";"lipiec";"kobiety";"2020";45858;"osoba";"";
1800000;"PODKARPACKIE";"lipiec";"kobiety";"2021";43434;"osoba";"";
1800000;"PODKARPACKIE";"sierpień";"ogółem";"2017";91766;"osoba";"";
1800000;"PODKARPACKIE";"sierpień";"ogółem";"2018";81177;"osoba";"";
1800000;"PODKARPACKIE";"sierpień";"ogółem";"2019";73915;"osoba";"";
1800000;"PODKARPACKIE";"sierpień";"ogółem";"2020";86310;"osoba";"";
1800000;"PODKARPACKIE";"sierpień";"ogółem";"2021";80165;"osoba";"";
1800000;"PODKARPACKIE";"sierpień";"mężczyźni";"2017";40816;"osoba";"";
1800000;"PODKARPACKIE";"sierpień";"mężczyźni";"2018";35259;"osoba";"";
1800000;"PODKARPACKIE";"sierpień";"mężczyźni";"2019";32511;"osoba";"";
1800000;"PODKARPACKIE";"sierpień";"mężczyźni";"2020";40184;"osoba";"";
1800000;"PODKARPACKIE";"sierpień";"mężczyźni";"2021";36467;"osoba";"";
1800000;"PODKARPACKIE";"sierpień";"kobiety";"2017";50950;"osoba";"";
1800000;"PODKARPACKIE";"sierpień";"kobiety";"2018";45918;"osoba";"";
1800000;"PODKARPACKIE";"sierpień";"kobiety";"2019";41404;"osoba";"";
1800000;"PODKARPACKIE";"sierpień";"kobiety";"2020";46126;"osoba";"";
1800000;"PODKARPACKIE";"sierpień";"kobiety";"2021";43698;"osoba";"";
1800000;"PODKARPACKIE";"wrzesień";"ogółem";"2017";90254;"osoba";"";
1800000;"PODKARPACKIE";"wrzesień";"ogółem";"2018";79556;"osoba";"";
1800000;"PODKARPACKIE";"wrzesień";"ogółem";"2019";72689;"osoba";"";
1800000;"PODKARPACKIE";"wrzesień";"ogółem";"2020";85412;"osoba";"";
1800000;"PODKARPACKIE";"wrzesień";"ogółem";"2021";78335;"osoba";"";
1800000;"PODKARPACKIE";"wrzesień";"mężczyźni";"2017";40589;"osoba";"";
1800000;"PODKARPACKIE";"wrzesień";"mężczyźni";"2018";34946;"osoba";"";
1800000;"PODKARPACKIE";"wrzesień";"mężczyźni";"2019";32427;"osoba";"";
1800000;"PODKARPACKIE";"wrzesień";"mężczyźni";"2020";39977;"osoba";"";
1800000;"PODKARPACKIE";"wrzesień";"mężczyźni";"2021";35989;"osoba";"";
1800000;"PODKARPACKIE";"wrzesień";"kobiety";"2017";49665;"osoba";"";
1800000;"PODKARPACKIE";"wrzesień";"kobiety";"2018";44610;"osoba";"";
1800000;"PODKARPACKIE";"wrzesień";"kobiety";"2019";40262;"osoba";"";
1800000;"PODKARPACKIE";"wrzesień";"kobiety";"2020";45435;"osoba";"";
1800000;"PODKARPACKIE";"wrzesień";"kobiety";"2021";42346;"osoba";"";
1800000;"PODKARPACKIE";"październik";"ogółem";"2017";88494;"osoba";"";
1800000;"PODKARPACKIE";"październik";"ogółem";"2018";79258;"osoba";"";
1800000;"PODKARPACKIE";"październik";"ogółem";"2019";72124;"osoba";"";
1800000;"PODKARPACKIE";"październik";"ogółem";"2020";84832;"osoba";"";
1800000;"PODKARPACKIE";"październik";"ogółem";"2021";76850;"osoba";"";
1800000;"PODKARPACKIE";"październik";"mężczyźni";"2017";40037;"osoba";"";
1800000;"PODKARPACKIE";"październik";"mężczyźni";"2018";35135;"osoba";"";
1800000;"PODKARPACKIE";"październik";"mężczyźni";"2019";32507;"osoba";"";
1800000;"PODKARPACKIE";"październik";"mężczyźni";"2020";39871;"osoba";"";
1800000;"PODKARPACKIE";"październik";"mężczyźni";"2021";35377;"osoba";"";
1800000;"PODKARPACKIE";"październik";"kobiety";"2017";48457;"osoba";"";
1800000;"PODKARPACKIE";"październik";"kobiety";"2018";44123;"osoba";"";
1800000;"PODKARPACKIE";"październik";"kobiety";"2019";39617;"osoba";"";
1800000;"PODKARPACKIE";"październik";"kobiety";"2020";44961;"osoba";"";
1800000;"PODKARPACKIE";"październik";"kobiety";"2021";41473;"osoba";"";
1800000;"PODKARPACKIE";"listopad";"ogółem";"2017";89381;"osoba";"";
1800000;"PODKARPACKIE";"listopad";"ogółem";"2018";80815;"osoba";"";
1800000;"PODKARPACKIE";"listopad";"ogółem";"2019";73055;"osoba";"";
1800000;"PODKARPACKIE";"listopad";"ogółem";"2020";85635;"osoba";"";
1800000;"PODKARPACKIE";"listopad";"ogółem";"2021";76726;"osoba";"";
1800000;"PODKARPACKIE";"listopad";"mężczyźni";"2017";40768;"osoba";"";
1800000;"PODKARPACKIE";"listopad";"mężczyźni";"2018";36131;"osoba";"";
1800000;"PODKARPACKIE";"listopad";"mężczyźni";"2019";33372;"osoba";"";
1800000;"PODKARPACKIE";"listopad";"mężczyźni";"2020";40281;"osoba";"";
1800000;"PODKARPACKIE";"listopad";"mężczyźni";"2021";35552;"osoba";"";
1800000;"PODKARPACKIE";"listopad";"kobiety";"2017";48613;"osoba";"";
1800000;"PODKARPACKIE";"listopad";"kobiety";"2018";44684;"osoba";"";
1800000;"PODKARPACKIE";"listopad";"kobiety";"2019";39683;"osoba";"";
1800000;"PODKARPACKIE";"listopad";"kobiety";"2020";45354;"osoba";"";
1800000;"PODKARPACKIE";"listopad";"kobiety";"2021";41174;"osoba";"";
1800000;"PODKARPACKIE";"grudzień";"ogółem";"2017";90972;"osoba";"";
1800000;"PODKARPACKIE";"grudzień";"ogółem";"2018";82933;"osoba";"";
1800000;"PODKARPACKIE";"grudzień";"ogółem";"2019";75455;"osoba";"";
1800000;"PODKARPACKIE";"grudzień";"ogółem";"2020";87326;"osoba";"";
1800000;"PODKARPACKIE";"grudzień";"ogółem";"2021";77291;"osoba";"";
1800000;"PODKARPACKIE";"grudzień";"mężczyźni";"2017";42353;"osoba";"";
1800000;"PODKARPACKIE";"grudzień";"mężczyźni";"2018";37909;"osoba";"";
1800000;"PODKARPACKIE";"grudzień";"mężczyźni";"2019";35171;"osoba";"";
1800000;"PODKARPACKIE";"grudzień";"mężczyźni";"2020";41290;"osoba";"";
1800000;"PODKARPACKIE";"grudzień";"mężczyźni";"2021";36201;"osoba";"";
1800000;"PODKARPACKIE";"grudzień";"kobiety";"2017";48619;"osoba";"";
1800000;"PODKARPACKIE";"grudzień";"kobiety";"2018";45024;"osoba";"";
1800000;"PODKARPACKIE";"grudzień";"kobiety";"2019";40284;"osoba";"";
1800000;"PODKARPACKIE";"grudzień";"kobiety";"2020";46036;"osoba";"";
1800000;"PODKARPACKIE";"grudzień";"kobiety";"2021";41090;"osoba";"";
2000000;"PODLASKIE";"styczeń";"ogółem";"2017";50484;"osoba";"";
2000000;"PODLASKIE";"styczeń";"ogółem";"2018";41413;"osoba";"";
2000000;"PODLASKIE";"styczeń";"ogółem";"2019";38589;"osoba";"";
2000000;"PODLASKIE";"styczeń";"ogółem";"2020";35330;"osoba";"";
2000000;"PODLASKIE";"styczeń";"ogółem";"2021";39453;"osoba";"";
2000000;"PODLASKIE";"styczeń";"mężczyźni";"2017";27719;"osoba";"";
2000000;"PODLASKIE";"styczeń";"mężczyźni";"2018";22062;"osoba";"";
2000000;"PODLASKIE";"styczeń";"mężczyźni";"2019";20430;"osoba";"";
2000000;"PODLASKIE";"styczeń";"mężczyźni";"2020";18677;"osoba";"";
2000000;"PODLASKIE";"styczeń";"mężczyźni";"2021";21187;"osoba";"";
2000000;"PODLASKIE";"styczeń";"kobiety";"2017";22765;"osoba";"";
2000000;"PODLASKIE";"styczeń";"kobiety";"2018";19351;"osoba";"";
2000000;"PODLASKIE";"styczeń";"kobiety";"2019";18159;"osoba";"";
2000000;"PODLASKIE";"styczeń";"kobiety";"2020";16653;"osoba";"";
2000000;"PODLASKIE";"styczeń";"kobiety";"2021";18266;"osoba";"";
2000000;"PODLASKIE";"luty";"ogółem";"2017";49779;"osoba";"";
2000000;"PODLASKIE";"luty";"ogółem";"2018";41569;"osoba";"";
2000000;"PODLASKIE";"luty";"ogółem";"2019";37903;"osoba";"";
2000000;"PODLASKIE";"luty";"ogółem";"2020";34690;"osoba";"";
2000000;"PODLASKIE";"luty";"ogółem";"2021";39661;"osoba";"";
2000000;"PODLASKIE";"luty";"mężczyźni";"2017";27372;"osoba";"";
2000000;"PODLASKIE";"luty";"mężczyźni";"2018";22314;"osoba";"";
2000000;"PODLASKIE";"luty";"mężczyźni";"2019";20181;"osoba";"";
2000000;"PODLASKIE";"luty";"mężczyźni";"2020";18491;"osoba";"";
2000000;"PODLASKIE";"luty";"mężczyźni";"2021";21434;"osoba";"";
2000000;"PODLASKIE";"luty";"kobiety";"2017";22407;"osoba";"";
2000000;"PODLASKIE";"luty";"kobiety";"2018";19255;"osoba";"";
2000000;"PODLASKIE";"luty";"kobiety";"2019";17722;"osoba";"";
2000000;"PODLASKIE";"luty";"kobiety";"2020";16199;"osoba";"";
2000000;"PODLASKIE";"luty";"kobiety";"2021";18227;"osoba";"";
2000000;"PODLASKIE";"marzec";"ogółem";"2017";47800;"osoba";"";
2000000;"PODLASKIE";"marzec";"ogółem";"2018";40539;"osoba";"";
2000000;"PODLASKIE";"marzec";"ogółem";"2019";36888;"osoba";"";
2000000;"PODLASKIE";"marzec";"ogółem";"2020";34040;"osoba";"";
2000000;"PODLASKIE";"marzec";"ogółem";"2021";38976;"osoba";"";
2000000;"PODLASKIE";"marzec";"mężczyźni";"2017";26165;"osoba";"";
2000000;"PODLASKIE";"marzec";"mężczyźni";"2018";21741;"osoba";"";
2000000;"PODLASKIE";"marzec";"mężczyźni";"2019";19527;"osoba";"";
2000000;"PODLASKIE";"marzec";"mężczyźni";"2020";18215;"osoba";"";
2000000;"PODLASKIE";"marzec";"mężczyźni";"2021";21125;"osoba";"";
2000000;"PODLASKIE";"marzec";"kobiety";"2017";21635;"osoba";"";
2000000;"PODLASKIE";"marzec";"kobiety";"2018";18798;"osoba";"";
2000000;"PODLASKIE";"marzec";"kobiety";"2019";17361;"osoba";"";
2000000;"PODLASKIE";"marzec";"kobiety";"2020";15825;"osoba";"";
2000000;"PODLASKIE";"marzec";"kobiety";"2021";17851;"osoba";"";
2000000;"PODLASKIE";"kwiecień";"ogółem";"2017";45532;"osoba";"";
2000000;"PODLASKIE";"kwiecień";"ogółem";"2018";39295;"osoba";"";
2000000;"PODLASKIE";"kwiecień";"ogółem";"2019";35499;"osoba";"";
2000000;"PODLASKIE";"kwiecień";"ogółem";"2020";35684;"osoba";"";
2000000;"PODLASKIE";"kwiecień";"ogółem";"2021";38010;"osoba";"";
2000000;"PODLASKIE";"kwiecień";"mężczyźni";"2017";24615;"osoba";"";
2000000;"PODLASKIE";"kwiecień";"mężczyźni";"2018";20843;"osoba";"";
2000000;"PODLASKIE";"kwiecień";"mężczyźni";"2019";18699;"osoba";"";
2000000;"PODLASKIE";"kwiecień";"mężczyźni";"2020";18901;"osoba";"";
2000000;"PODLASKIE";"kwiecień";"mężczyźni";"2021";20502;"osoba";"";
2000000;"PODLASKIE";"kwiecień";"kobiety";"2017";20917;"osoba";"";
2000000;"PODLASKIE";"kwiecień";"kobiety";"2018";18452;"osoba";"";
2000000;"PODLASKIE";"kwiecień";"kobiety";"2019";16800;"osoba";"";
2000000;"PODLASKIE";"kwiecień";"kobiety";"2020";16783;"osoba";"";
2000000;"PODLASKIE";"kwiecień";"kobiety";"2021";17508;"osoba";"";
2000000;"PODLASKIE";"maj";"ogółem";"2017";44112;"osoba";"";
2000000;"PODLASKIE";"maj";"ogółem";"2018";37898;"osoba";"";
2000000;"PODLASKIE";"maj";"ogółem";"2019";34192;"osoba";"";
2000000;"PODLASKIE";"maj";"ogółem";"2020";37023;"osoba";"";
2000000;"PODLASKIE";"maj";"ogółem";"2021";37076;"osoba";"";
2000000;"PODLASKIE";"maj";"mężczyźni";"2017";23593;"osoba";"";
2000000;"PODLASKIE";"maj";"mężczyźni";"2018";19992;"osoba";"";
2000000;"PODLASKIE";"maj";"mężczyźni";"2019";17846;"osoba";"";
2000000;"PODLASKIE";"maj";"mężczyźni";"2020";19576;"osoba";"";
2000000;"PODLASKIE";"maj";"mężczyźni";"2021";19952;"osoba";"";
2000000;"PODLASKIE";"maj";"kobiety";"2017";20519;"osoba";"";
2000000;"PODLASKIE";"maj";"kobiety";"2018";17906;"osoba";"";
2000000;"PODLASKIE";"maj";"kobiety";"2019";16346;"osoba";"";
2000000;"PODLASKIE";"maj";"kobiety";"2020";17447;"osoba";"";
2000000;"PODLASKIE";"maj";"kobiety";"2021";17124;"osoba";"";
2000000;"PODLASKIE";"czerwiec";"ogółem";"2017";42600;"osoba";"";
2000000;"PODLASKIE";"czerwiec";"ogółem";"2018";36722;"osoba";"";
2000000;"PODLASKIE";"czerwiec";"ogółem";"2019";33262;"osoba";"";
2000000;"PODLASKIE";"czerwiec";"ogółem";"2020";37280;"osoba";"";
2000000;"PODLASKIE";"czerwiec";"ogółem";"2021";35977;"osoba";"";
2000000;"PODLASKIE";"czerwiec";"mężczyźni";"2017";22599;"osoba";"";
2000000;"PODLASKIE";"czerwiec";"mężczyźni";"2018";19185;"osoba";"";
2000000;"PODLASKIE";"czerwiec";"mężczyźni";"2019";17207;"osoba";"";
2000000;"PODLASKIE";"czerwiec";"mężczyźni";"2020";19765;"osoba";"";
2000000;"PODLASKIE";"czerwiec";"mężczyźni";"2021";19294;"osoba";"";
2000000;"PODLASKIE";"czerwiec";"kobiety";"2017";20001;"osoba";"";
2000000;"PODLASKIE";"czerwiec";"kobiety";"2018";17537;"osoba";"";
2000000;"PODLASKIE";"czerwiec";"kobiety";"2019";16055;"osoba";"";
2000000;"PODLASKIE";"czerwiec";"kobiety";"2020";17515;"osoba";"";
2000000;"PODLASKIE";"czerwiec";"kobiety";"2021";16683;"osoba";"";
2000000;"PODLASKIE";"lipiec";"ogółem";"2017";42646;"osoba";"";
2000000;"PODLASKIE";"lipiec";"ogółem";"2018";36638;"osoba";"";
2000000;"PODLASKIE";"lipiec";"ogółem";"2019";33120;"osoba";"";
2000000;"PODLASKIE";"lipiec";"ogółem";"2020";37101;"osoba";"";
2000000;"PODLASKIE";"lipiec";"ogółem";"2021";35695;"osoba";"";
2000000;"PODLASKIE";"lipiec";"mężczyźni";"2017";22116;"osoba";"";
2000000;"PODLASKIE";"lipiec";"mężczyźni";"2018";18763;"osoba";"";
2000000;"PODLASKIE";"lipiec";"mężczyźni";"2019";16789;"osoba";"";
2000000;"PODLASKIE";"lipiec";"mężczyźni";"2020";19554;"osoba";"";
2000000;"PODLASKIE";"lipiec";"mężczyźni";"2021";18937;"osoba";"";
2000000;"PODLASKIE";"lipiec";"kobiety";"2017";20530;"osoba";"";
2000000;"PODLASKIE";"lipiec";"kobiety";"2018";17875;"osoba";"";
2000000;"PODLASKIE";"lipiec";"kobiety";"2019";16331;"osoba";"";
2000000;"PODLASKIE";"lipiec";"kobiety";"2020";17547;"osoba";"";
2000000;"PODLASKIE";"lipiec";"kobiety";"2021";16758;"osoba";"";
2000000;"PODLASKIE";"sierpień";"ogółem";"2017";42609;"osoba";"";
